dt,AverageTemperature,AverageTemperatureUncertainty,City,LatitudeAndLongitude
2005-06-01T00:00:00Z,27.09,0.773,Dakar,"15.27,-17.50"
2005-07-01T00:00:00Z,28.573,0.276,Dakar,"15.27,-17.50"
2005-08-01T00:00:00Z,28.811999999999998,0.463,Dakar,"15.27,-17.50"
2005-09-01T00:00:00Z,28.712000000000003,0.359,Dakar,"15.27,-17.50"
2005-10-01T00:00:00Z,29.052,0.289,Dakar,"15.27,-17.50"
2005-11-01T00:00:00Z,27.355,0.404,Dakar,"15.27,-17.50"
2005-12-01T00:00:00Z,25.873,0.8690000000000001,Dakar,"15.27,-17.50"
2006-01-01T00:00:00Z,21.436999999999998,0.807,Dakar,"15.27,-17.50"
2006-02-01T00:00:00Z,21.302,0.604,Dakar,"15.27,-17.50"
2006-03-01T00:00:00Z,22.500999999999998,0.6940000000000001,Dakar,"15.27,-17.50"
2006-04-01T00:00:00Z,21.976999999999997,0.498,Dakar,"15.27,-17.50"
2006-05-01T00:00:00Z,23.592,0.552,Dakar,"15.27,-17.50"
2006-06-01T00:00:00Z,27.109,0.478,Dakar,"15.27,-17.50"
2006-07-01T00:00:00Z,28.488000000000003,0.383,Dakar,"15.27,-17.50"
2006-08-01T00:00:00Z,28.761000000000006,0.383,Dakar,"15.27,-17.50"
2006-09-01T00:00:00Z,28.553,0.287,Dakar,"15.27,-17.50"
2006-10-01T00:00:00Z,28.772,0.385,Dakar,"15.27,-17.50"
2006-11-01T00:00:00Z,27.744,0.349,Dakar,"15.27,-17.50"
2006-12-01T00:00:00Z,23.612,0.5479999999999999,Dakar,"15.27,-17.50"
2007-01-01T00:00:00Z,22.658,0.397,Dakar,"15.27,-17.50"
2007-02-01T00:00:00Z,22.778,0.578,Dakar,"15.27,-17.50"
2007-03-01T00:00:00Z,22.897,0.7020000000000001,Dakar,"15.27,-17.50"
2007-04-01T00:00:00Z,21.798,0.353,Dakar,"15.27,-17.50"
2007-05-01T00:00:00Z,23.959000000000003,0.405,Dakar,"15.27,-17.50"
2007-06-01T00:00:00Z,26.058000000000003,0.382,Dakar,"15.27,-17.50"
2007-07-01T00:00:00Z,27.889000000000006,0.46,Dakar,"15.27,-17.50"
2007-08-01T00:00:00Z,28.281999999999996,0.35600000000000004,Dakar,"15.27,-17.50"
2007-09-01T00:00:00Z,28.428,0.304,Dakar,"15.27,-17.50"
2007-10-01T00:00:00Z,28.44,0.289,Dakar,"15.27,-17.50"
2007-11-01T00:00:00Z,27.365,0.818,Dakar,"15.27,-17.50"
2007-12-01T00:00:00Z,23.476999999999997,0.326,Dakar,"15.27,-17.50"
2008-01-01T00:00:00Z,22.563000000000002,0.969,Dakar,"15.27,-17.50"
2008-02-01T00:00:00Z,22.953000000000007,1.003,Dakar,"15.27,-17.50"
2008-03-01T00:00:00Z,23.191999999999997,0.5760000000000001,Dakar,"15.27,-17.50"
2008-04-01T00:00:00Z,22.892,0.316,Dakar,"15.27,-17.50"
2008-05-01T00:00:00Z,24.075000000000006,1.241,Dakar,"15.27,-17.50"
2008-06-01T00:00:00Z,27.023000000000003,0.455,Dakar,"15.27,-17.50"
2008-07-01T00:00:00Z,28.399,0.463,Dakar,"15.27,-17.50"
2008-08-01T00:00:00Z,28.533,0.35200000000000004,Dakar,"15.27,-17.50"
2008-09-01T00:00:00Z,28.524,0.515,Dakar,"15.27,-17.50"
2008-10-01T00:00:00Z,28.118000000000002,0.422,Dakar,"15.27,-17.50"
2008-11-01T00:00:00Z,26.484,0.907,Dakar,"15.27,-17.50"
2008-12-01T00:00:00Z,23.217,0.7,Dakar,"15.27,-17.50"
2009-01-01T00:00:00Z,20.575,0.334,Dakar,"15.27,-17.50"
2009-02-01T00:00:00Z,20.612,1.5319999999999998,Dakar,"15.27,-17.50"
2009-03-01T00:00:00Z,20.717,1.16,Dakar,"15.27,-17.50"
2009-04-01T00:00:00Z,21.726,0.5760000000000001,Dakar,"15.27,-17.50"
2009-05-01T00:00:00Z,23.691999999999997,0.4370000000000001,Dakar,"15.27,-17.50"
2009-06-01T00:00:00Z,26.433000000000003,0.949,Dakar,"15.27,-17.50"
2009-07-01T00:00:00Z,28.802,0.265,Dakar,"15.27,-17.50"
2009-08-01T00:00:00Z,28.932,0.308,Dakar,"15.27,-17.50"
2009-09-01T00:00:00Z,28.365,0.5489999999999999,Dakar,"15.27,-17.50"
2009-10-01T00:00:00Z,28.855,1.164,Dakar,"15.27,-17.50"
2009-11-01T00:00:00Z,27.043000000000003,0.616,Dakar,"15.27,-17.50"
2009-12-01T00:00:00Z,24.386,0.463,Dakar,"15.27,-17.50"
2010-01-01T00:00:00Z,23.188000000000002,0.474,Dakar,"15.27,-17.50"
2010-02-01T00:00:00Z,23.374,0.445,Dakar,"15.27,-17.50"
2010-03-01T00:00:00Z,23.956000000000003,0.488,Dakar,"15.27,-17.50"
2010-04-01T00:00:00Z,22.933000000000003,0.525,Dakar,"15.27,-17.50"
2010-05-01T00:00:00Z,24.410999999999998,0.818,Dakar,"15.27,-17.50"
2010-06-01T00:00:00Z,27.084,0.527,Dakar,"15.27,-17.50"
2010-07-01T00:00:00Z,28.868,0.426,Dakar,"15.27,-17.50"
2010-08-01T00:00:00Z,29.053,0.233,Dakar,"15.27,-17.50"
2010-09-01T00:00:00Z,28.763,0.5489999999999999,Dakar,"15.27,-17.50"
2010-10-01T00:00:00Z,28.589000000000002,0.23,Dakar,"15.27,-17.50"
2010-11-01T00:00:00Z,27.493000000000002,0.287,Dakar,"15.27,-17.50"
2010-12-01T00:00:00Z,25.531999999999996,0.269,Dakar,"15.27,-17.50"
2011-01-01T00:00:00Z,22.997,0.956,Dakar,"15.27,-17.50"
2011-02-01T00:00:00Z,21.859,0.403,Dakar,"15.27,-17.50"
2011-03-01T00:00:00Z,21.432,0.53,Dakar,"15.27,-17.50"
2011-04-01T00:00:00Z,22.218000000000004,0.583,Dakar,"15.27,-17.50"
2011-05-01T00:00:00Z,23.029,0.7609999999999999,Dakar,"15.27,-17.50"
2011-06-01T00:00:00Z,26.627,0.373,Dakar,"15.27,-17.50"
2011-07-01T00:00:00Z,28.546999999999997,0.458,Dakar,"15.27,-17.50"
2011-08-01T00:00:00Z,28.794,0.448,Dakar,"15.27,-17.50"
2011-09-01T00:00:00Z,29.095,0.46,Dakar,"15.27,-17.50"
2011-10-01T00:00:00Z,29.228,0.344,Dakar,"15.27,-17.50"
2011-11-01T00:00:00Z,26.805,0.473,Dakar,"15.27,-17.50"
2011-12-01T00:00:00Z,24.301,0.688,Dakar,"15.27,-17.50"
2012-01-01T00:00:00Z,22.271,0.586,Dakar,"15.27,-17.50"
2012-02-01T00:00:00Z,21.045,0.706,Dakar,"15.27,-17.50"
2012-03-01T00:00:00Z,22.603,0.716,Dakar,"15.27,-17.50"
2012-04-01T00:00:00Z,21.903,0.998,Dakar,"15.27,-17.50"
2012-05-01T00:00:00Z,24.753,0.6890000000000001,Dakar,"15.27,-17.50"
2012-06-01T00:00:00Z,27.15,0.404,Dakar,"15.27,-17.50"
2012-07-01T00:00:00Z,28.42,0.338,Dakar,"15.27,-17.50"
2012-08-01T00:00:00Z,28.872,0.468,Dakar,"15.27,-17.50"
2012-09-01T00:00:00Z,28.584000000000003,0.5489999999999999,Dakar,"15.27,-17.50"
2012-10-01T00:00:00Z,28.962,0.3670000000000001,Dakar,"15.27,-17.50"
2012-11-01T00:00:00Z,27.649,0.453,Dakar,"15.27,-17.50"
2012-12-01T00:00:00Z,23.464000000000002,0.737,Dakar,"15.27,-17.50"
2013-01-01T00:00:00Z,21.994,0.512,Dakar,"15.27,-17.50"
2013-02-01T00:00:00Z,22.354000000000006,0.629,Dakar,"15.27,-17.50"
2013-03-01T00:00:00Z,22.666999999999998,0.7040000000000001,Dakar,"15.27,-17.50"
2013-04-01T00:00:00Z,21.754,0.611,Dakar,"15.27,-17.50"
2013-05-01T00:00:00Z,24.855,0.846,Dakar,"15.27,-17.50"
2013-06-01T00:00:00Z,26.944000000000003,0.456,Dakar,"15.27,-17.50"
2013-07-01T00:00:00Z,28.636999999999997,0.603,Dakar,"15.27,-17.50"
2013-08-01T00:00:00Z,28.358,0.452,Dakar,"15.27,-17.50"
2013-09-01T00:00:00Z,,,Dakar,"15.27,-17.50"
1993-11-01T00:00:00Z,4.715999999999998,0.267,Dalian,"39.38,120.69"
1993-12-01T00:00:00Z,-1.19,0.413,Dalian,"39.38,120.69"
1994-01-01T00:00:00Z,-2.9850000000000003,0.293,Dalian,"39.38,120.69"
1994-02-01T00:00:00Z,-1.3530000000000002,0.294,Dalian,"39.38,120.69"
1994-03-01T00:00:00Z,2.357,0.153,Dalian,"39.38,120.69"
1994-04-01T00:00:00Z,12.909,0.361,Dalian,"39.38,120.69"
1994-05-01T00:00:00Z,16.305999999999997,0.205,Dalian,"39.38,120.69"
1994-06-01T00:00:00Z,22.26,0.265,Dalian,"39.38,120.69"
1994-07-01T00:00:00Z,25.363000000000003,0.33,Dalian,"39.38,120.69"
1994-08-01T00:00:00Z,25.096999999999998,0.152,Dalian,"39.38,120.69"
1994-09-01T00:00:00Z,19.977,0.325,Dalian,"39.38,120.69"
1994-10-01T00:00:00Z,13.707,0.28600000000000003,Dalian,"39.38,120.69"
1994-11-01T00:00:00Z,7.537999999999999,0.28,Dalian,"39.38,120.69"
1994-12-01T00:00:00Z,-1.32,0.317,Dalian,"39.38,120.69"
1995-01-01T00:00:00Z,-2.217,0.376,Dalian,"39.38,120.69"
1995-02-01T00:00:00Z,-0.3289999999999997,0.29,Dalian,"39.38,120.69"
1995-03-01T00:00:00Z,4.013999999999999,0.247,Dalian,"39.38,120.69"
1995-04-01T00:00:00Z,10.252,0.249,Dalian,"39.38,120.69"
1995-05-01T00:00:00Z,15.534,0.112,Dalian,"39.38,120.69"
1995-06-01T00:00:00Z,20.137,0.231,Dalian,"39.38,120.69"
1995-07-01T00:00:00Z,22.662,0.3,Dalian,"39.38,120.69"
1995-08-01T00:00:00Z,23.991999999999997,0.258,Dalian,"39.38,120.69"
1995-09-01T00:00:00Z,19.131,0.305,Dalian,"39.38,120.69"
1995-10-01T00:00:00Z,14.142999999999999,0.183,Dalian,"39.38,120.69"
1995-11-01T00:00:00Z,7.172000000000001,0.601,Dalian,"39.38,120.69"
1995-12-01T00:00:00Z,-0.7620000000000001,0.375,Dalian,"39.38,120.69"
1996-01-01T00:00:00Z,-3.5380000000000003,0.423,Dalian,"39.38,120.69"
1996-02-01T00:00:00Z,-2.346,0.173,Dalian,"39.38,120.69"
1996-03-01T00:00:00Z,3.194,0.269,Dalian,"39.38,120.69"
1996-04-01T00:00:00Z,9.716000000000001,0.233,Dalian,"39.38,120.69"
1996-05-01T00:00:00Z,17.124000000000002,0.376,Dalian,"39.38,120.69"
1996-06-01T00:00:00Z,20.971999999999998,0.312,Dalian,"39.38,120.69"
1996-07-01T00:00:00Z,22.643,0.301,Dalian,"39.38,120.69"
1996-08-01T00:00:00Z,23.01,0.14800000000000002,Dalian,"39.38,120.69"
1996-09-01T00:00:00Z,20.092,0.14,Dalian,"39.38,120.69"
1996-10-01T00:00:00Z,12.725999999999999,0.411,Dalian,"39.38,120.69"
1996-11-01T00:00:00Z,4.295,0.203,Dalian,"39.38,120.69"
1996-12-01T00:00:00Z,0.6769999999999998,0.392,Dalian,"39.38,120.69"
1997-01-01T00:00:00Z,-5.101,0.141,Dalian,"39.38,120.69"
1997-02-01T00:00:00Z,-1.0990000000000002,0.139,Dalian,"39.38,120.69"
1997-03-01T00:00:00Z,4.999,0.302,Dalian,"39.38,120.69"
1997-04-01T00:00:00Z,11.472000000000001,0.294,Dalian,"39.38,120.69"
1997-05-01T00:00:00Z,16.11,0.349,Dalian,"39.38,120.69"
1997-06-01T00:00:00Z,21.694000000000003,0.198,Dalian,"39.38,120.69"
1997-07-01T00:00:00Z,25.875,0.481,Dalian,"39.38,120.69"
1997-08-01T00:00:00Z,25.384,0.34700000000000003,Dalian,"39.38,120.69"
1997-09-01T00:00:00Z,19.006,0.201,Dalian,"39.38,120.69"
1997-10-01T00:00:00Z,12.800999999999998,0.221,Dalian,"39.38,120.69"
1997-11-01T00:00:00Z,6.1549999999999985,0.185,Dalian,"39.38,120.69"
1997-12-01T00:00:00Z,-0.3380000000000001,0.337,Dalian,"39.38,120.69"
1998-01-01T00:00:00Z,-4.331,0.294,Dalian,"39.38,120.69"
1998-02-01T00:00:00Z,0.8160000000000003,0.312,Dalian,"39.38,120.69"
1998-03-01T00:00:00Z,5.332000000000001,0.268,Dalian,"39.38,120.69"
1998-04-01T00:00:00Z,12.126,0.389,Dalian,"39.38,120.69"
1998-05-01T00:00:00Z,16.761,0.248,Dalian,"39.38,120.69"
1998-06-01T00:00:00Z,19.759,0.31,Dalian,"39.38,120.69"
1998-07-01T00:00:00Z,23.503,0.38,Dalian,"39.38,120.69"
1998-08-01T00:00:00Z,23.699,0.267,Dalian,"39.38,120.69"
1998-09-01T00:00:00Z,21.965,0.238,Dalian,"39.38,120.69"
1998-10-01T00:00:00Z,15.749,0.201,Dalian,"39.38,120.69"
1998-11-01T00:00:00Z,5.522,0.114,Dalian,"39.38,120.69"
1998-12-01T00:00:00Z,0.5940000000000001,0.226,Dalian,"39.38,120.69"
1999-01-01T00:00:00Z,-1.6070000000000002,0.236,Dalian,"39.38,120.69"
1999-02-01T00:00:00Z,0.29600000000000026,0.141,Dalian,"39.38,120.69"
1999-03-01T00:00:00Z,2.93,0.329,Dalian,"39.38,120.69"
1999-04-01T00:00:00Z,10.951,0.197,Dalian,"39.38,120.69"
1999-05-01T00:00:00Z,16.840999999999998,0.348,Dalian,"39.38,120.69"
1999-06-01T00:00:00Z,21.46,0.233,Dalian,"39.38,120.69"
1999-07-01T00:00:00Z,24.979,0.233,Dalian,"39.38,120.69"
1999-08-01T00:00:00Z,24.439,0.3670000000000001,Dalian,"39.38,120.69"
1999-09-01T00:00:00Z,21.114,0.241,Dalian,"39.38,120.69"
1999-10-01T00:00:00Z,13.374,0.257,Dalian,"39.38,120.69"
1999-11-01T00:00:00Z,6.125,0.318,Dalian,"39.38,120.69"
1999-12-01T00:00:00Z,-0.333,0.204,Dalian,"39.38,120.69"
2000-01-01T00:00:00Z,-6.742000000000001,0.468,Dalian,"39.38,120.69"
2000-02-01T00:00:00Z,-3.1860000000000004,0.163,Dalian,"39.38,120.69"
2000-03-01T00:00:00Z,4.9430000000000005,0.343,Dalian,"39.38,120.69"
2000-04-01T00:00:00Z,11.058,0.29600000000000004,Dalian,"39.38,120.69"
2000-05-01T00:00:00Z,16.532,0.274,Dalian,"39.38,120.69"
2000-06-01T00:00:00Z,22.892,0.6829999999999999,Dalian,"39.38,120.69"
2000-07-01T00:00:00Z,25.579,0.316,Dalian,"39.38,120.69"
2000-08-01T00:00:00Z,24.945999999999998,0.188,Dalian,"39.38,120.69"
2000-09-01T00:00:00Z,21.215,0.125,Dalian,"39.38,120.69"
2000-10-01T00:00:00Z,12.789,0.235,Dalian,"39.38,120.69"
2000-11-01T00:00:00Z,4.385,0.157,Dalian,"39.38,120.69"
2000-12-01T00:00:00Z,-0.7180000000000001,0.243,Dalian,"39.38,120.69"
2001-01-01T00:00:00Z,-6.269,0.275,Dalian,"39.38,120.69"
2001-02-01T00:00:00Z,-2.753,0.194,Dalian,"39.38,120.69"
2001-03-01T00:00:00Z,3.603,0.175,Dalian,"39.38,120.69"
2001-04-01T00:00:00Z,11.151,0.279,Dalian,"39.38,120.69"
2001-05-01T00:00:00Z,18.57,0.509,Dalian,"39.38,120.69"
2001-06-01T00:00:00Z,22.228,0.35700000000000004,Dalian,"39.38,120.69"
2001-07-01T00:00:00Z,24.356,0.243,Dalian,"39.38,120.69"
2001-08-01T00:00:00Z,24.061999999999998,0.201,Dalian,"39.38,120.69"
2001-09-01T00:00:00Z,20.49,0.209,Dalian,"39.38,120.69"
2001-10-01T00:00:00Z,14.609000000000002,0.183,Dalian,"39.38,120.69"
2001-11-01T00:00:00Z,6.1160000000000005,0.209,Dalian,"39.38,120.69"
2001-12-01T00:00:00Z,-2.256,0.273,Dalian,"39.38,120.69"
2002-01-01T00:00:00Z,-0.7680000000000007,0.197,Dalian,"39.38,120.69"
2002-02-01T00:00:00Z,1.9820000000000009,0.191,Dalian,"39.38,120.69"
2002-03-01T00:00:00Z,6.824999999999998,0.158,Dalian,"39.38,120.69"
2002-04-01T00:00:00Z,11.337,0.139,Dalian,"39.38,120.69"
2002-05-01T00:00:00Z,18.075000000000006,0.416,Dalian,"39.38,120.69"
2002-06-01T00:00:00Z,20.194000000000003,0.278,Dalian,"39.38,120.69"
2002-07-01T00:00:00Z,24.469,0.243,Dalian,"39.38,120.69"
2002-08-01T00:00:00Z,23.857,0.193,Dalian,"39.38,120.69"
2002-09-01T00:00:00Z,20.918000000000003,0.227,Dalian,"39.38,120.69"
2002-10-01T00:00:00Z,11.260000000000002,0.198,Dalian,"39.38,120.69"
2002-11-01T00:00:00Z,3.2430000000000003,0.21600000000000005,Dalian,"39.38,120.69"
2002-12-01T00:00:00Z,-2.292,0.491,Dalian,"39.38,120.69"
2003-01-01T00:00:00Z,-4.0200000000000005,0.134,Dalian,"39.38,120.69"
2003-02-01T00:00:00Z,-0.15700000000000006,0.28600000000000003,Dalian,"39.38,120.69"
2003-03-01T00:00:00Z,3.992,0.345,Dalian,"39.38,120.69"
2003-04-01T00:00:00Z,11.736,0.158,Dalian,"39.38,120.69"
2003-05-01T00:00:00Z,17.406000000000002,0.32,Dalian,"39.38,120.69"
2003-06-01T00:00:00Z,20.714000000000002,0.371,Dalian,"39.38,120.69"
2003-07-01T00:00:00Z,22.81,0.219,Dalian,"39.38,120.69"
2003-08-01T00:00:00Z,23.651,0.268,Dalian,"39.38,120.69"
2003-09-01T00:00:00Z,20.35,0.241,Dalian,"39.38,120.69"
2003-10-01T00:00:00Z,13.545,0.295,Dalian,"39.38,120.69"
2003-11-01T00:00:00Z,5.283,0.294,Dalian,"39.38,120.69"
2003-12-01T00:00:00Z,-0.07800000000000007,0.17800000000000002,Dalian,"39.38,120.69"
2004-01-01T00:00:00Z,-3.345,0.17600000000000002,Dalian,"39.38,120.69"
2004-02-01T00:00:00Z,1.0020000000000002,0.12,Dalian,"39.38,120.69"
2004-03-01T00:00:00Z,4.744,0.488,Dalian,"39.38,120.69"
2004-04-01T00:00:00Z,12.285,0.212,Dalian,"39.38,120.69"
2004-05-01T00:00:00Z,16.807000000000002,0.445,Dalian,"39.38,120.69"
2004-06-01T00:00:00Z,21.625999999999998,0.441,Dalian,"39.38,120.69"
2004-07-01T00:00:00Z,23.502,0.343,Dalian,"39.38,120.69"
2004-08-01T00:00:00Z,23.320999999999998,0.161,Dalian,"39.38,120.69"
2004-09-01T00:00:00Z,20.705,0.14800000000000002,Dalian,"39.38,120.69"
2004-10-01T00:00:00Z,14.546,0.376,Dalian,"39.38,120.69"
2004-11-01T00:00:00Z,7.185,0.156,Dalian,"39.38,120.69"
2004-12-01T00:00:00Z,-0.638,0.292,Dalian,"39.38,120.69"
2005-01-01T00:00:00Z,-3.7970000000000006,0.236,Dalian,"39.38,120.69"
2005-02-01T00:00:00Z,-4.406000000000001,0.192,Dalian,"39.38,120.69"
2005-03-01T00:00:00Z,2.732,0.227,Dalian,"39.38,120.69"
2005-04-01T00:00:00Z,11.799000000000001,0.425,Dalian,"39.38,120.69"
2005-05-01T00:00:00Z,15.846000000000002,0.378,Dalian,"39.38,120.69"
2005-06-01T00:00:00Z,21.201,0.45,Dalian,"39.38,120.69"
2005-07-01T00:00:00Z,24.613000000000003,0.232,Dalian,"39.38,120.69"
2005-08-01T00:00:00Z,24.043000000000003,0.172,Dalian,"39.38,120.69"
2005-09-01T00:00:00Z,20.99,0.162,Dalian,"39.38,120.69"
2005-10-01T00:00:00Z,14.357999999999999,0.229,Dalian,"39.38,120.69"
2005-11-01T00:00:00Z,7.888,0.521,Dalian,"39.38,120.69"
2005-12-01T00:00:00Z,-3.675,0.267,Dalian,"39.38,120.69"
2006-01-01T00:00:00Z,-2.7430000000000003,0.277,Dalian,"39.38,120.69"
2006-02-01T00:00:00Z,-2.353,0.181,Dalian,"39.38,120.69"
2006-03-01T00:00:00Z,4.17,0.163,Dalian,"39.38,120.69"
2006-04-01T00:00:00Z,9.361,0.29100000000000004,Dalian,"39.38,120.69"
2006-05-01T00:00:00Z,17.019000000000002,0.342,Dalian,"39.38,120.69"
2006-06-01T00:00:00Z,21.349,0.45,Dalian,"39.38,120.69"
2006-07-01T00:00:00Z,23.075,0.387,Dalian,"39.38,120.69"
2006-08-01T00:00:00Z,24.855,0.392,Dalian,"39.38,120.69"
2006-09-01T00:00:00Z,20.558000000000003,0.159,Dalian,"39.38,120.69"
2006-10-01T00:00:00Z,15.905999999999999,0.317,Dalian,"39.38,120.69"
2006-11-01T00:00:00Z,6.777,0.196,Dalian,"39.38,120.69"
2006-12-01T00:00:00Z,-0.5840000000000001,0.381,Dalian,"39.38,120.69"
2007-01-01T00:00:00Z,-1.955,0.34,Dalian,"39.38,120.69"
2007-02-01T00:00:00Z,2.784,0.523,Dalian,"39.38,120.69"
2007-03-01T00:00:00Z,3.74,0.185,Dalian,"39.38,120.69"
2007-04-01T00:00:00Z,10.829,0.185,Dalian,"39.38,120.69"
2007-05-01T00:00:00Z,17.903000000000006,0.29100000000000004,Dalian,"39.38,120.69"
2007-06-01T00:00:00Z,21.991999999999997,0.489,Dalian,"39.38,120.69"
2007-07-01T00:00:00Z,23.48,0.204,Dalian,"39.38,120.69"
2007-08-01T00:00:00Z,24.519,0.195,Dalian,"39.38,120.69"
2007-09-01T00:00:00Z,21.569000000000003,0.212,Dalian,"39.38,120.69"
2007-10-01T00:00:00Z,13.422,0.193,Dalian,"39.38,120.69"
2007-11-01T00:00:00Z,6.013,0.188,Dalian,"39.38,120.69"
2007-12-01T00:00:00Z,0.3559999999999999,0.685,Dalian,"39.38,120.69"
2008-01-01T00:00:00Z,-4.168,0.335,Dalian,"39.38,120.69"
2008-02-01T00:00:00Z,-1.91,0.422,Dalian,"39.38,120.69"
2008-03-01T00:00:00Z,5.9350000000000005,0.165,Dalian,"39.38,120.69"
2008-04-01T00:00:00Z,12.025,0.364,Dalian,"39.38,120.69"
2008-05-01T00:00:00Z,16.389,0.546,Dalian,"39.38,120.69"
2008-06-01T00:00:00Z,19.812,0.713,Dalian,"39.38,120.69"
2008-07-01T00:00:00Z,23.737,0.362,Dalian,"39.38,120.69"
2008-08-01T00:00:00Z,24.088,0.409,Dalian,"39.38,120.69"
2008-09-01T00:00:00Z,20.847,0.182,Dalian,"39.38,120.69"
2008-10-01T00:00:00Z,14.904000000000002,0.208,Dalian,"39.38,120.69"
2008-11-01T00:00:00Z,6.685,0.234,Dalian,"39.38,120.69"
2008-12-01T00:00:00Z,-0.30700000000000016,0.482,Dalian,"39.38,120.69"
2009-01-01T00:00:00Z,-2.891,0.364,Dalian,"39.38,120.69"
2009-02-01T00:00:00Z,-0.2719999999999998,0.331,Dalian,"39.38,120.69"
2009-03-01T00:00:00Z,4.006,0.124,Dalian,"39.38,120.69"
2009-04-01T00:00:00Z,11.742,0.418,Dalian,"39.38,120.69"
2009-05-01T00:00:00Z,18.59,0.201,Dalian,"39.38,120.69"
2009-06-01T00:00:00Z,21.566,0.326,Dalian,"39.38,120.69"
2009-07-01T00:00:00Z,23.489,0.234,Dalian,"39.38,120.69"
2009-08-01T00:00:00Z,24.522,0.233,Dalian,"39.38,120.69"
2009-09-01T00:00:00Z,20.448,0.257,Dalian,"39.38,120.69"
2009-10-01T00:00:00Z,14.718,0.209,Dalian,"39.38,120.69"
2009-11-01T00:00:00Z,3.059,0.227,Dalian,"39.38,120.69"
2009-12-01T00:00:00Z,-2.3040000000000003,0.193,Dalian,"39.38,120.69"
2010-01-01T00:00:00Z,-5.4590000000000005,0.271,Dalian,"39.38,120.69"
2010-02-01T00:00:00Z,-2.497,0.31,Dalian,"39.38,120.69"
2010-03-01T00:00:00Z,1.5490000000000002,0.248,Dalian,"39.38,120.69"
2010-04-01T00:00:00Z,7.956999999999999,0.133,Dalian,"39.38,120.69"
2010-05-01T00:00:00Z,16.522000000000002,0.565,Dalian,"39.38,120.69"
2010-06-01T00:00:00Z,20.849,0.578,Dalian,"39.38,120.69"
2010-07-01T00:00:00Z,24.738000000000003,0.304,Dalian,"39.38,120.69"
2010-08-01T00:00:00Z,23.929,0.373,Dalian,"39.38,120.69"
2010-09-01T00:00:00Z,20.036,0.171,Dalian,"39.38,120.69"
2010-10-01T00:00:00Z,12.614,0.185,Dalian,"39.38,120.69"
2010-11-01T00:00:00Z,6.808,0.353,Dalian,"39.38,120.69"
2010-12-01T00:00:00Z,-1.263,0.242,Dalian,"39.38,120.69"
2011-01-01T00:00:00Z,-6.268000000000002,0.284,Dalian,"39.38,120.69"
2011-02-01T00:00:00Z,-1.449,0.212,Dalian,"39.38,120.69"
2011-03-01T00:00:00Z,3.957,0.226,Dalian,"39.38,120.69"
2011-04-01T00:00:00Z,10.287,0.224,Dalian,"39.38,120.69"
2011-05-01T00:00:00Z,17.134,0.364,Dalian,"39.38,120.69"
2011-06-01T00:00:00Z,20.686999999999998,0.765,Dalian,"39.38,120.69"
2011-07-01T00:00:00Z,23.498,0.758,Dalian,"39.38,120.69"
2011-08-01T00:00:00Z,24.168000000000003,0.376,Dalian,"39.38,120.69"
2011-09-01T00:00:00Z,19.381,0.315,Dalian,"39.38,120.69"
2011-10-01T00:00:00Z,14.157,0.274,Dalian,"39.38,120.69"
2011-11-01T00:00:00Z,7.19,0.174,Dalian,"39.38,120.69"
2011-12-01T00:00:00Z,-1.779,0.27,Dalian,"39.38,120.69"
2012-01-01T00:00:00Z,-4.944,0.29,Dalian,"39.38,120.69"
2012-02-01T00:00:00Z,-3.195,0.228,Dalian,"39.38,120.69"
2012-03-01T00:00:00Z,2.545,0.24,Dalian,"39.38,120.69"
2012-04-01T00:00:00Z,11.053999999999998,0.944,Dalian,"39.38,120.69"
2012-05-01T00:00:00Z,18.535,0.382,Dalian,"39.38,120.69"
2012-06-01T00:00:00Z,20.412,0.7440000000000001,Dalian,"39.38,120.69"
2012-07-01T00:00:00Z,24.035,0.65,Dalian,"39.38,120.69"
2012-08-01T00:00:00Z,24.281999999999996,0.6709999999999999,Dalian,"39.38,120.69"
2012-09-01T00:00:00Z,20.082,0.412,Dalian,"39.38,120.69"
2012-10-01T00:00:00Z,14.048,0.259,Dalian,"39.38,120.69"
2012-11-01T00:00:00Z,4.579,0.851,Dalian,"39.38,120.69"
2012-12-01T00:00:00Z,-4.878,0.936,Dalian,"39.38,120.69"
2013-01-01T00:00:00Z,-5.059,0.7859999999999999,Dalian,"39.38,120.69"
2013-02-01T00:00:00Z,-3.042,0.415,Dalian,"39.38,120.69"
2013-03-01T00:00:00Z,2.809,0.5539999999999999,Dalian,"39.38,120.69"
2013-04-01T00:00:00Z,8.194999999999999,0.5539999999999999,Dalian,"39.38,120.69"
2013-05-01T00:00:00Z,17.695999999999998,0.742,Dalian,"39.38,120.69"
2013-06-01T00:00:00Z,20.802,0.314,Dalian,"39.38,120.69"
2013-07-01T00:00:00Z,24.401,0.726,Dalian,"39.38,120.69"
2013-08-01T00:00:00Z,25.763,0.371,Dalian,"39.38,120.69"
2013-09-01T00:00:00Z,,,Dalian,"39.38,120.69"
1993-11-01T00:00:00Z,26.664,0.8690000000000001,Dar Es Salaam,"-7.23,39.73"
1993-12-01T00:00:00Z,27.753,0.487,Dar Es Salaam,"-7.23,39.73"
1994-01-01T00:00:00Z,28.651999999999997,0.525,Dar Es Salaam,"-7.23,39.73"
1994-02-01T00:00:00Z,28.53,0.5589999999999999,Dar Es Salaam,"-7.23,39.73"
